-4.848853939479839670e-01,-4.848853939479839670e-01,-1.979156308325578095e-01,-9.063239779946442864e-02,-4.505950974429972361e-02,-2.291546418620931183e-02,-1.160994924655243087e-02,-6.382403237616605246e-03,-5.099992241751294571e-03,-6.622767894704170884e-03,-1.022487204748719763e-02,-1.536077818703373080e-02,-2.155810630100529063e-02,-2.836007295156367514e-02,-3.529119167321025097e-02,-4.183338007144452031e-02,-4.740948750896854108e-02,-5.137033075177111635e-02,-5.298559485012128284e-02,-5.143525491160574892e-02,-4.580033243260706044e-02,-3.504528540231946487e-02,-1.798126049745937122e-02,6.817947775880472266e-03,4.120462065415942537e-02,8.789525478645827949e-02,1.515442320353674877e-01,2.416191776121743851e-01,3.802421984465642613e-01,6.161840514118677170e-01,1.030427408746442453e+00,1.030427408746442453e+00
-4.848853939479839670e-01,-4.848853939479839670e-01,-1.979156308325578095e-01,-9.063239779946442864e-02,-4.505950974429972361e-02,-2.291546418620931183e-02,-1.160994924655243087e-02,-6.382403237616605246e-03,-5.099992241751294571e-03,-6.622767894704170884e-03,-1.022487204748719763e-02,-1.536077818703373080e-02,-2.155810630100529063e-02,-2.836007295156367514e-02,-3.529119167321025097e-02,-4.183338007144452031e-02,-4.740948750896854108e-02,-5.137033075177111635e-02,-5.298559485012128284e-02,-5.143525491160574892e-02,-4.580033243260706044e-02,-3.504528540231946487e-02,-1.798126049745937122e-02,6.817947775880472266e-03,4.120462065415942537e-02,8.789525478645827949e-02,1.515442320353674877e-01,2.416191776121743851e-01,3.802421984465642613e-01,6.161840514118677170e-01,1.030427408746442453e+00,1.030427408746442453e+00
-2.579230192038327041e-01,-2.579230192038327041e-01,-1.766785544659945639e-01,-1.132320251345362988e-01,-7.161297785951852013e-02,-4.575995300464603260e-02,-3.025941595267396186e-02,-2.163823939587796591e-02,-1.778745532911800778e-02,-1.737768777327879793e-02,-1.950354301299391663e-02,-2.348472728059048872e-02,-2.875280517630984106e-02,-3.478275987080375192e-02,-4.104907614188074705e-02,-4.699571384721189932e-02,-5.201506718586399597e-02,-5.543277192461681241e-02,-5.649691531921097187e-02,-5.436960817219550074e-02,-4.811859222398030128e-02,-3.670345687696290743e-02,-1.894654192482580699e-02,6.532209648764024899e-03,4.145678171657172367e-02,8.819348487105740930e-02,1.503541485420695212e-01,2.339206195460353521e-01,3.489271023811797989e-01,5.067961647081671295e-01,6.771557025619122649e-01,6.771557025619122649e-01
-1.511676963879802493e-01,-1.511676963879802493e-01,-1.319296649207680194e-01,-1.016154538060946716e-01,-7.476210705921829125e-02,-5.436865481019341473e-02,-4.027279901225452874e-02,-3.147950755916086724e-02,-2.692939258543185915e-02,-2.571140532748525040e-02,-2.707688523029948627e-02,-3.039765066119634943e-02,-3.511708046622609436e-02,-4.070759486429897933e-02,-4.663678699279644180e-02,-5.234126855900482489e-02,-5.720706273370626538e-02,-6.055543449100437431e-02,-6.163350595705856250e-02,-5.960888434142725539e-02,-5.356733397411594239e-02,-4.251124105193161695e-02,-2.535450945657590632e-02,-9.054728842327457736e-04,3.217551489925855185e-02,7.545820697982795477e-02,1.308483651074843490e-01,2.005279446549845246e-01,2.856158497301448662e-01,3.786716202373519580e-01,4.459551656152863086e-01,4.459551656152863086e-01
-1.003513649728381973e-01,-1.003513649728381973e-01,-9.849526327843789730e-02,-8.498963280057610092e-02,-6.913032070060312617e-02,-5.505421952910758560e-02,-4.423986607396208914e-02,-3.695738021016776315e-02,-3.295610945988109580e-02,-3.179468135356098429e-02,-3.298540025525172059e-02,-3.604370182192641325e-02,-4.049340831567525140e-02,-4.585411731031490551e-02,-5.162333262140364476e-02,-5.725900606966261713e-02,-6.216495836159008359e-02,-6.568030370662324147e-02,-6.707360657192877607e-02,-6.554247053811222690e-02,-6.021940879018299747e-02,-5.018484957511836625e-02,-3.448799706363038509e-02,-1.217624111173776572e-02,1.766329442176948691e-02,5.582928047090954943e-02,1.028045288056462087e-01,1.580717302986060224e-01,2.179359605495871655e-01,2.709927578877572851e-01,2.966845029314001958e-01,2.966845029314001958e-01
-7.407317952877273681e-02,-7.407317952877273681e-02,-7.628050253033719086e-02,-7.064038587914664435e-02,-6.168463163697128493e-02,-5.256137308096958671e-02,-4.495880522196374351e-02,-3.960095822172760710e-02,-3.665606367089407902e-02,-3.599909606466560746e-02,-3.736138515789722003e-02,-4.040491237577627931e-02,-4.475168177858113161e-02,-4.998908837319586407e-02,-5.566420140381489468e-02,-6.127432968677490321e-02,-6.625799590708822406e-02,-6.998873844864196558e-02,-7.177353613854599301e-02,-7.085763927336843904e-02,-6.643802709059885847e-02,-5.768834126910914184e-02,-4.379900499499785743e-02,-2.403812298845429962e-02,2.153982484044540159e-03,3.499606930144827377e-02,7.399651159501192954e-02,1.170773797638732378e-01,1.588984567212745058e-01,1.895809014951583549e-01,1.974655015476531050e-01,1.974655015476531050e-01
-5.864602118980093148e-02,-5.864602118980093148e-02,-6.130986455975808574e-02,-5.923285916550324881e-02,-5.441010482528581965e-02,-4.883037546694585923e-02,-4.388303898056605812e-02,-4.034978401541340631e-02,-3.856613440572129181e-02,-3.858251817251544952e-02,-4.027931799155111403e-02,-4.343531734118064036e-02,-4.776172303376680084e-02,-5.291467814102409489e-02,-5.849620115699422779e-02,-6.405025699576570586e-02,-6.905824790976361482e-02,-7.293679684209054825e-02,-7.504010000607146125e-02,-7.466919183773738922e-02,-7.109101358267257142e-02,-6.357110520711593826e-02,-5.142523509316762609e-02,-3.409879854964578683e-02,-1.129373201445449046e-02,1.680628648291653329e-02,4.909933039830362972e-02,8.278275694321907130e-02,1.124712595648062058e-01,1.306245515729163031e-01,1.304926707591653467e-01,1.304926707591653467e-01
-4.822033686839804351e-02,-4.822033686839804351e-02,-5.051293621542893297e-02,-5.004862643789094456e-02,-4.766396293297742170e-02,-4.452544531818176943e-02,-4.163330916116537300e-02,-3.965786127277796252e-02,-3.895957166117901965e-02,-3.966628189028662682e-02,-4.174680930340308321e-02,-4.506218323468248743e-02,-4.939463632902994783e-02,-5.446050023664056328e-02,-5.991359066826140722e-02,-6.534431384769592843e-02,-7.027827093685924675e-02,-7.417712947830526482e-02,-7.644411387376677525e-02,-7.643660069210564401e-02,-7.348896160642989783e-02,-6.695002863585833297e-02,-5.624187033669787728e-02,-4.095183577767853855e-02,-2.098242093638797226e-02,3.192317907281393315e-03,3.009837944627412679e-02,5.669539457897020129e-02,7.813318831880831927e-02,8.884205589086853483e-02,8.496374730039496503e-02,8.496374730039496503e-02
-4.019832981335431238e-02,-4.019832981335431238e-02,-4.205857019180680306e-02,-4.233925695861042587e-02,-4.139302753431512577e-02,-3.989455345227109484e-02,-3.852115344964037597e-02,-3.778770681646491381e-02,-3.801093066896023276e-02,-3.933521206944714382e-02,-4.177262033183139212e-02,-4.523572934286784059e-02,-4.955800133630660492e-02,-5.450361298183747927e-02,-5.977062923218721957e-02,-6.499129106958709268e-02,-6.973246068857198721e-02,-7.349866739717117459e-02,-7.573997487675450391e-02,-7.586715273899446998e-02,-7.327748015214022304e-02,-6.739618590407082943e-02,-5.774173481648168377e-02,-4.402935754056549328e-02,-2.633772631952699741e-02,-5.372528262074221378e-03,1.716711917809032872e-02,3.826509888291490524e-02,5.377533421465380964e-02,5.969238515681682400e-02,5.404085174318146167e-02,5.404085174318146167e-02
-3.338895618973680701e-02,-3.338895618973680701e-02,-3.493680969893993293e-02,-3.557859379806296851e-02,-3.548546017273009057e-02,-3.506268614687754748e-02,-3.476128542273252547e-02,-3.495478365445713054e-02,-3.589367681149603639e-02,-3.770683134207120785e-02,-4.041973353007023706e-02,-4.397259117592572375e-02,-4.823225845070238521e-02,-5.299792744719065279e-02,-5.800282518171243074e-02,-6.291456755996077677e-02,-6.733656780848820689e-02,-7.081260851580481464e-02,-7.283667100145835294e-02,-7.287055572248574142e-02,-7.037293030175717501e-02,-6.484554281861992786e-02,-5.590593431889986226e-02,-4.340130592425701234e-02,-2.758267767211357996e-02,-9.349353556588904657e-03,9.483308620266530167e-03,2.608766386542275481e-02,3.707351489929381488e-02,3.971012277062042212e-02,3.328214230976600518e-02,3.328214230976600518e-02
