2.000000000000000000e+00,1.765218538688369643e+00,1.574735655533423095e+00,1.449906178510010246e+00,1.367199391377023510e+00,1.309617157200948956e+00,1.267338798657745125e+00,1.234796253069197824e+00,1.208764087851943891e+00,1.187321097077768339e+00,1.169293599685906848e+00,1.153956752573248812e+00,1.140866524534364324e+00,1.129766927114317365e+00,1.120532890658806124e+00,1.113138616972245032e+00,1.107634931717861537e+00,1.104138020731017633e+00,1.102820126473416096e+00,1.103909369246974137e+00,1.107693852890905939e+00,1.114543544615104853e+00,1.124957370903468146e+00,1.139675478312144552e+00,1.159930960442919545e+00,1.188067226903540607e+00,1.229181127752362990e+00,1.296019885181675102e+00,1.422174476525934317e+00,1.669120553674062535e+00,2.000000000000000000e+00
0.000000000000000000e+00,2.347814613116304405e-01,4.252643444665769601e-01,5.500938214899897538e-01,6.328006086229763794e-01,6.903828427990509331e-01,7.326612013422548753e-01,7.652037469308022866e-01,7.912359121480559976e-01,8.126789029222315497e-01,8.307064003140931518e-01,8.460432474267511882e-01,8.591334754656357875e-01,8.702330728856827458e-01,8.794671093411937646e-01,8.868613830277549681e-01,8.923650682821383517e-01,8.958619792689824779e-01,8.971798735265839042e-01,8.960906307530259740e-01,8.923061471090940611e-01,8.854564553848952579e-01,8.750426290965317433e-01,8.603245216878553370e-01,8.400690395570803437e-01,8.119327730964595036e-01,7.708188722476371213e-01,7.039801148183248980e-01,5.778255234740656832e-01,3.308794463259375762e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.494638925669100504e-02,1.349784583987882064e-02,1.044016931014876276e-01,1.937103362635429760e-01,2.725463405592465360e-01,3.403515379785171380e-01,3.986406673346683527e-01,4.491194176831351248e-01,4.932125423633753614e-01,5.319943997361690213e-01,5.662329924940776582e-01,5.964403499473325265e-01,6.229236887380854570e-01,6.458156693364095480e-01,6.651035021943481063e-01,6.806406541276309730e-01,6.921610106263953455e-01,6.992772568200976702e-01,7.014801242778601065e-01,6.981154065288431854e-01,6.883454661414303288e-01,6.710531298927696620e-01,6.446513393979244055e-01,6.066610139373995736e-01,5.528109891297359191e-01,4.752642181610376437e-01,3.611054937193824421e-01,2.019923684469323855e-01,3.813142606462942286e-02,0.000000000000000000e+00
0.000000000000000000e+00,-5.450470194959985970e-02,-7.098444313489395141e-02,-4.466283192466839747e-02,4.092682063617549861e-03,6.085762152339328074e-02,1.183742250374996419e-01,1.734860446386527755e-01,2.250075890978970039e-01,2.726137547743450740e-01,3.163199525301140236e-01,3.562315608396935951e-01,3.924376114586213826e-01,4.249523965259592306e-01,4.536979089826945200e-01,4.784853288347592493e-01,4.990141401254342690e-01,5.148582268607234669e-01,5.254620498907131010e-01,5.301171476186431475e-01,5.279388317862183655e-01,5.178062649837086306e-01,4.982681083532032873e-01,4.673460194563076042e-01,4.221945100756301361e-01,3.586223657122762920e-01,2.713114344088108920e-01,1.584044006982554265e-01,3.740844879763604441e-02,-3.479186296009419838e-02,0.000000000000000000e+00
0.000000000000000000e+00,-3.597369562676091398e-02,-6.696941345401041801e-02,-7.215144811569181027e-02,-5.508451428561913360e-02,-2.403541687434604043e-02,1.433804428059597645e-02,5.575961036140388710e-02,9.770860848827742084e-02,1.387521601871144206e-01,1.780651444708369335e-01,2.151460126747417045e-01,2.496360163381814157e-01,2.812259149218406806e-01,3.095873220616681687e-01,3.343432135863552146e-01,3.550337313787503279e-01,3.711034950285109768e-01,3.818727453404063832e-01,3.865207875413610994e-01,3.840443610738905056e-01,3.732150270559148608e-01,3.524939661999447749e-01,3.199312765076081644e-01,2.730941103637848921e-01,2.094645973792368665e-01,1.286410576188529442e-01,3.873176831808705645e-02,-3.398222897820495775e-02,-4.783314240727973288e-02,0.000000000000000000e+00
0.000000000000000000e+00,-2.176448819519802985e-02,-4.877889997049820320e-02,-6.324488740595442249e-02,-6.215491545563409104e-02,-4.842472192053026703e-02,-2.606857833044355297e-02,1.517232029856711807e-03,3.187035434141463619e-02,6.329861391594009123e-02,9.465140218400742989e-02,1.251104720836668516e-01,1.540542648206849330e-01,1.809507241379365583e-01,2.053012057511184318e-01,2.265867762259092810e-01,2.442455770762604894e-01,2.576378410654019957e-01,2.660315739096490439e-01,2.685687354769911717e-01,2.642463672515587003e-01,2.518772775985345103e-01,2.300773284967905230e-01,1.973037367868897274e-01,1.521836469230193611e-01,9.465690369124783732e-02,2.888768458393334293e-02,-3.200636924975063663e-02,-6.383299443347963120e-02,-4.470534852059868808e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.308993539647466432e-02,-3.323875779261505764e-02,-4.819819295211354160e-02,-5.361728214375093005e-02,-4.965678672895228185e-02,-3.821067546313702129e-02,-2.144173768790618578e-02,-1.232203180541629464e-03,2.094016847095067635e-02,4.394031955289182806e-02,6.688971423317703613e-02,8.906742707245000890e-02,1.098492081042737323e-01,1.286456124311040061e-01,1.448740648105135698e-01,1.579206257276362657e-01,1.671274114942419564e-01,1.717634636657851266e-01,1.710179033067744936e-01,1.639794361996604888e-01,1.496530873406578532e-01,1.270162515613350585e-01,9.525765389865148425e-02,5.441208038199720626e-02,6.820263728610099357e-03,-4.045257178160369116e-02,-7.356052444673991109e-02,-7.484793461673974746e-02,-3.850107875076599906e-02,0.000000000000000000e+00
0.000000000000000000e+00,-8.077427850178734575e-03,-2.257734728679245198e-02,-3.562774900582908744e-02,-4.331885016297195440e-02,-4.470007637427576147e-02,-4.037113198455417190e-02,-3.151511028050106578e-02,-1.938564490257492501e-02,-5.114758899072448066e-03,1.033959587807185658e-02,2.616263395124538566e-02,4.165147467091547678e-02,5.616504253213506354e-02,6.910070327885856067e-02,7.985846295134238493e-02,8.783179656863622509e-02,9.238332109226539413e-02,9.284582992333956231e-02,8.851134173041350084e-02,7.865766514447536384e-02,6.259845988938522732e-02,3.985299374817865420e-02,1.051719096956442098e-02,-2.394791694324347256e-02,-5.942982629575693093e-02,-8.777326522884697224e-02,-9.706432160662684105e-02,-7.703733398133587318e-02,-3.274950970773939790e-02,0.000000000000000000e+00
0.000000000000000000e+00,-5.258739415961995872e-03,-1.593090284334471377e-02,-2.703300075126715413e-02,-3.548646595637870022e-02,-4.001621622299153525e-02,-4.053071764558650869e-02,-3.754170916795348395e-02,-3.179958077545112088e-02,-2.409106081241323832e-02,-1.516767140985700660e-02,-5.716791451269073038e-03,3.622064099147434112e-03,1.225160730164486129e-02,1.959130294931249114e-02,2.507489276562720887e-02,2.813217589853670222e-02,2.819639498768388569e-02,2.469974966248245432e-02,1.710390817451722806e-02,4.941554829995252127e-03,-1.206009439904258580e-02,-3.375215212713891105e-02,-5.911082262535673204e-02,-8.552878149472535607e-02,-1.079583589754309347e-01,-1.186215435392249662e-01,-1.088134186318205354e-01,-7.483757002942577341e-02,-2.799890225954887110e-02,0.000000000000000000e+00
0.000000000000000000e+00,-3.730630505982017540e-03,-1.209981075746066788e-02,-2.189370442397031366e-02,-3.077377751544407847e-02,-3.747151071813130396e-02,-4.155178339488198314e-02,-4.311137951202209662e-02,-4.252675773434600598e-02,-4.030599792497880501e-02,-3.699582908252844332e-02,-3.315173823622797472e-02,-2.931468531296147276e-02,-2.601794207664889086e-02,-2.377833942671569306e-02,-2.310619542806953419e-02,-2.449194928075821079e-02,-2.840553085324961854e-02,-3.526401363423659757e-02,-4.539664072451778803e-02,-5.895064314437434977e-02,-7.574491156487846155e-02,-9.499315144590583793e-02,-1.148993680323210781e-01,-1.321437194325573994e-01,-1.415714874924611788e-01,-1.367539121354002241e-01,-1.125338896190970772e-01,-7.028579872283209629e-02,-2.405174556584132456e-02,0.000000000000000000e+00
0.000000000000000000e+00,-2.961187617797870694e-03,-1.012398679174162340e-02,-1.929926341319575939e-02,-2.869282325150399743e-02,-3.713981662023232988e-02,-4.405878101107556927e-02,-4.929448704895690592e-02,-5.297382787194986065e-02,-5.538333459180750512e-02,-5.690227314031576916e-02,-5.794917984508284048e-02,-5.896557447775792327e-02,-6.039206761829334774e-02,-6.266741381471677141e-02,-6.620855455664147182e-02,-7.140537904516408574e-02,-7.858767488014618829e-02,-8.799517584712809870e-02,-9.970256386827347495e-02,-1.135201448049616563e-01,-1.288138470145914760e-01,-1.442647991550415898e-01,-1.575583567322893230e-01,-1.651593531702310047e-01,-1.624652107014092073e-01,-1.449173898394259807e-01,-1.106350766824864967e-01,-6.442184177189372307e-02,-2.065615378943309183e-02,0.000000000000000000e+00
0.000000000000000000e+00,-2.637796802973621599e-03,-9.321215108349578324e-03,-1.842269384405434071e-02,-2.849969035727673017e-02,-3.850379180834860582e-02,-4.779548888336752899e-02,-5.608225713016864317e-02,-6.332076021810405242e-02,-6.964219473254856796e-02,-7.528128812206213993e-02,-8.054028854972289375e-02,-8.574958546380072322e-02,-9.125442674426798018e-02,-9.738738180239003839e-02,-1.044582135613743301e-01,-1.127204380438767417e-01,-1.223454695959582533e-01,-1.333613291716804483e-01,-1.455825636077600072e-01,-1.584864131536023180e-01,-1.710636965242741669e-01,-1.816250239431028979e-01,-1.876554880542837533e-01,-1.858434179193009794e-01,-1.725901733735846766e-01,-1.453325184235910450e-01,-1.048536578985485301e-01,-5.787368123208814358e-02,-1.765575897689843771e-02,0.000000000000000000e+00
0.000000000000000000e+00,-2.570903768268306428e-03,-9.225271891517570003e-03,-1.861107147862467795e-02,-2.949645116277702095e-02,-4.091941240820601289e-02,-5.223033413792104590e-02,-6.305669994945561907e-02,-7.325261654233584940e-02,-8.283106411840870931e-02,-9.191900981242208390e-02,-1.007071887989126058e-01,-1.094256812366135589e-01,-1.183086214976892814e-01,-1.275786251186216969e-01,-1.374124193962630025e-01,-1.479179717001279648e-01,-1.590835252696451152e-01,-1.707272459705749812e-01,-1.824085389410904090e-01,-1.933324064758591421e-01,-2.022239110169181675e-01,-2.072374273151521562e-01,-2.059513424338619003e-01,-1.956202067520954879e-01,-1.738595211583813804e-01,-1.399427730468691122e-01,-9.654537747048194674e-02,-5.108456939010869863e-02,-1.497708897186476179e-02,0.000000000000000000e+00
0.000000000000000000e+00,-2.642624503983999167e-03,-9.515656302002510614e-03,-1.937789621812602281e-02,-3.110467322445370844e-02,-4.379490704034137011e-02,-5.679850204662383051e-02,-6.970555600994884915e-02,-8.229904633559763372e-02,-9.451377997043579338e-02,-1.063831749770086377e-01,-1.180075415318384419e-01,-1.295124772186181661e-01,-1.410278469042661464e-01,-1.526516621975738397e-01,-1.644286397070827965e-01,-1.763066209927507122e-01,-1.880999627287607279e-01,-1.994243623683686906e-01,-2.096346683364576635e-01,-2.177408816086176813e-01,-2.223523919591728071e-01,-2.216656047389539697e-01,-2.136000101262759132e-01,-1.961686294640905270e-01,-1.682143460732579698e-01,-1.304912930333651522e-01,-8.680267590219713225e-02,-4.438736090249986721e-02,-1.259245684667359422e-02,0.000000000000000000e+00
