1.001000000000000000e+03,3.200000000000000000e+01,2.000000000000000000e+00,3.400000000000000000e+01
1.000000000000000000e+00,3.100000000000000000e+01,3.000000000000000000e+00,3.500000000000000000e+01
2.000000000000000000e+00,3.000000000000000000e+01,4.000000000000000000e+00,3.600000000000000000e+01
3.000000000000000000e+00,2.900000000000000000e+01,5.000000000000000000e+00,3.700000000000000000e+01
4.000000000000000000e+00,4.001000000000000000e+03,6.000000000000000000e+00,3.800000000000000000e+01
5.000000000000000000e+00,4.002000000000000000e+03,7.000000000000000000e+00,3.900000000000000000e+01
6.000000000000000000e+00,4.003000000000000000e+03,8.000000000000000000e+00,4.000000000000000000e+01
7.000000000000000000e+00,4.004000000000000000e+03,9.000000000000000000e+00,4.100000000000000000e+01
8.000000000000000000e+00,2.400000000000000000e+01,1.000000000000000000e+01,4.200000000000000000e+01
9.000000000000000000e+00,2.300000000000000000e+01,1.100000000000000000e+01,4.300000000000000000e+01
1.000000000000000000e+01,4.005000000000000000e+03,1.200000000000000000e+01,4.400000000000000000e+01
1.100000000000000000e+01,4.006000000000000000e+03,1.300000000000000000e+01,4.500000000000000000e+01
1.200000000000000000e+01,4.007000000000000000e+03,1.400000000000000000e+01,4.600000000000000000e+01
1.300000000000000000e+01,4.008000000000000000e+03,1.500000000000000000e+01,4.700000000000000000e+01
1.400000000000000000e+01,4.009000000000000000e+03,1.600000000000000000e+01,4.800000000000000000e+01
1.500000000000000000e+01,4.010000000000000000e+03,1.700000000000000000e+01,4.900000000000000000e+01
1.600000000000000000e+01,4.011000000000000000e+03,1.800000000000000000e+01,5.000000000000000000e+01
1.700000000000000000e+01,4.012000000000000000e+03,1.900000000000000000e+01,5.100000000000000000e+01
1.800000000000000000e+01,4.013000000000000000e+03,2.000000000000000000e+01,5.200000000000000000e+01
1.900000000000000000e+01,4.014000000000000000e+03,2.100000000000000000e+01,5.300000000000000000e+01
2.000000000000000000e+01,4.015000000000000000e+03,2.200000000000000000e+01,5.400000000000000000e+01
2.100000000000000000e+01,4.016000000000000000e+03,2.300000000000000000e+01,5.500000000000000000e+01
2.200000000000000000e+01,1.000000000000000000e+01,2.400000000000000000e+01,5.600000000000000000e+01
2.300000000000000000e+01,9.000000000000000000e+00,2.500000000000000000e+01,5.700000000000000000e+01
2.400000000000000000e+01,4.017000000000000000e+03,2.600000000000000000e+01,5.800000000000000000e+01
2.500000000000000000e+01,4.018000000000000000e+03,2.700000000000000000e+01,5.900000000000000000e+01
2.600000000000000000e+01,4.019000000000000000e+03,2.800000000000000000e+01,6.000000000000000000e+01
2.700000000000000000e+01,4.020000000000000000e+03,2.900000000000000000e+01,6.100000000000000000e+01
2.800000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+01,6.200000000000000000e+01
2.900000000000000000e+01,3.000000000000000000e+00,3.100000000000000000e+01,6.300000000000000000e+01
3.000000000000000000e+01,2.000000000000000000e+00,3.200000000000000000e+01,6.400000000000000000e+01
3.100000000000000000e+01,1.000000000000000000e+00,3.001000000000000000e+03,6.500000000000000000e+01
1.002000000000000000e+03,1.000000000000000000e+00,3.500000000000000000e+01,6.700000000000000000e+01
3.400000000000000000e+01,2.000000000000000000e+00,3.600000000000000000e+01,6.800000000000000000e+01
3.500000000000000000e+01,3.000000000000000000e+00,3.700000000000000000e+01,6.900000000000000000e+01
3.600000000000000000e+01,4.000000000000000000e+00,3.800000000000000000e+01,7.000000000000000000e+01
3.700000000000000000e+01,5.000000000000000000e+00,3.900000000000000000e+01,7.100000000000000000e+01
3.800000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+01,7.200000000000000000e+01
3.900000000000000000e+01,7.000000000000000000e+00,4.100000000000000000e+01,7.300000000000000000e+01
4.000000000000000000e+01,8.000000000000000000e+00,4.200000000000000000e+01,7.400000000000000000e+01
4.100000000000000000e+01,9.000000000000000000e+00,4.300000000000000000e+01,7.500000000000000000e+01
4.200000000000000000e+01,1.000000000000000000e+01,4.400000000000000000e+01,7.600000000000000000e+01
4.300000000000000000e+01,1.100000000000000000e+01,4.500000000000000000e+01,7.700000000000000000e+01
4.400000000000000000e+01,1.200000000000000000e+01,4.600000000000000000e+01,7.800000000000000000e+01
4.500000000000000000e+01,1.300000000000000000e+01,4.700000000000000000e+01,7.900000000000000000e+01
4.600000000000000000e+01,1.400000000000000000e+01,4.800000000000000000e+01,8.000000000000000000e+01
4.700000000000000000e+01,1.500000000000000000e+01,4.900000000000000000e+01,8.100000000000000000e+01
4.800000000000000000e+01,1.600000000000000000e+01,5.000000000000000000e+01,8.200000000000000000e+01
4.900000000000000000e+01,1.700000000000000000e+01,5.100000000000000000e+01,8.300000000000000000e+01
5.000000000000000000e+01,1.800000000000000000e+01,5.200000000000000000e+01,8.400000000000000000e+01
5.100000000000000000e+01,1.900000000000000000e+01,5.300000000000000000e+01,8.500000000000000000e+01
5.200000000000000000e+01,2.000000000000000000e+01,5.400000000000000000e+01,8.600000000000000000e+01
5.300000000000000000e+01,2.100000000000000000e+01,5.500000000000000000e+01,8.700000000000000000e+01
5.400000000000000000e+01,2.200000000000000000e+01,5.600000000000000000e+01,8.800000000000000000e+01
5.500000000000000000e+01,2.300000000000000000e+01,5.700000000000000000e+01,8.900000000000000000e+01
5.600000000000000000e+01,2.400000000000000000e+01,5.800000000000000000e+01,9.000000000000000000e+01
5.700000000000000000e+01,2.500000000000000000e+01,5.900000000000000000e+01,9.100000000000000000e+01
5.800000000000000000e+01,2.600000000000000000e+01,6.000000000000000000e+01,9.200000000000000000e+01
5.900000000000000000e+01,2.700000000000000000e+01,6.100000000000000000e+01,9.300000000000000000e+01
6.000000000000000000e+01,2.800000000000000000e+01,6.200000000000000000e+01,9.400000000000000000e+01
6.100000000000000000e+01,2.900000000000000000e+01,6.300000000000000000e+01,9.500000000000000000e+01
6.200000000000000000e+01,3.000000000000000000e+01,6.400000000000000000e+01,9.600000000000000000e+01
6.300000000000000000e+01,3.100000000000000000e+01,6.500000000000000000e+01,9.700000000000000000e+01
6.400000000000000000e+01,3.200000000000000000e+01,3.002000000000000000e+03,9.800000000000000000e+01
1.003000000000000000e+03,3.400000000000000000e+01,6.800000000000000000e+01,2.001000000000000000e+03
6.700000000000000000e+01,3.500000000000000000e+01,6.900000000000000000e+01,2.002000000000000000e+03
6.800000000000000000e+01,3.600000000000000000e+01,7.000000000000000000e+01,2.003000000000000000e+03
6.900000000000000000e+01,3.700000000000000000e+01,7.100000000000000000e+01,2.004000000000000000e+03
7.000000000000000000e+01,3.800000000000000000e+01,7.200000000000000000e+01,2.005000000000000000e+03
7.100000000000000000e+01,3.900000000000000000e+01,7.300000000000000000e+01,2.006000000000000000e+03
7.200000000000000000e+01,4.000000000000000000e+01,7.400000000000000000e+01,2.007000000000000000e+03
7.300000000000000000e+01,4.100000000000000000e+01,7.500000000000000000e+01,2.008000000000000000e+03
7.400000000000000000e+01,4.200000000000000000e+01,7.600000000000000000e+01,2.009000000000000000e+03
7.500000000000000000e+01,4.300000000000000000e+01,7.700000000000000000e+01,2.010000000000000000e+03
7.600000000000000000e+01,4.400000000000000000e+01,7.800000000000000000e+01,2.011000000000000000e+03
7.700000000000000000e+01,4.500000000000000000e+01,7.900000000000000000e+01,2.012000000000000000e+03
7.800000000000000000e+01,4.600000000000000000e+01,8.000000000000000000e+01,2.013000000000000000e+03
7.900000000000000000e+01,4.700000000000000000e+01,8.100000000000000000e+01,2.014000000000000000e+03
8.000000000000000000e+01,4.800000000000000000e+01,8.200000000000000000e+01,2.015000000000000000e+03
8.100000000000000000e+01,4.900000000000000000e+01,8.300000000000000000e+01,2.016000000000000000e+03
8.200000000000000000e+01,5.000000000000000000e+01,8.400000000000000000e+01,2.017000000000000000e+03
8.300000000000000000e+01,5.100000000000000000e+01,8.500000000000000000e+01,2.018000000000000000e+03
8.400000000000000000e+01,5.200000000000000000e+01,8.600000000000000000e+01,2.019000000000000000e+03
8.500000000000000000e+01,5.300000000000000000e+01,8.700000000000000000e+01,2.020000000000000000e+03
8.600000000000000000e+01,5.400000000000000000e+01,8.800000000000000000e+01,2.021000000000000000e+03
8.700000000000000000e+01,5.500000000000000000e+01,8.900000000000000000e+01,2.022000000000000000e+03
8.800000000000000000e+01,5.600000000000000000e+01,9.000000000000000000e+01,2.023000000000000000e+03
8.900000000000000000e+01,5.700000000000000000e+01,9.100000000000000000e+01,2.024000000000000000e+03
9.000000000000000000e+01,5.800000000000000000e+01,9.200000000000000000e+01,2.025000000000000000e+03
9.100000000000000000e+01,5.900000000000000000e+01,9.300000000000000000e+01,2.026000000000000000e+03
9.200000000000000000e+01,6.000000000000000000e+01,9.400000000000000000e+01,2.027000000000000000e+03
9.300000000000000000e+01,6.100000000000000000e+01,9.500000000000000000e+01,2.028000000000000000e+03
9.400000000000000000e+01,6.200000000000000000e+01,9.600000000000000000e+01,2.029000000000000000e+03
9.500000000000000000e+01,6.300000000000000000e+01,9.700000000000000000e+01,2.030000000000000000e+03
9.600000000000000000e+01,6.400000000000000000e+01,9.800000000000000000e+01,2.031000000000000000e+03
9.700000000000000000e+01,6.500000000000000000e+01,3.003000000000000000e+03,2.032000000000000000e+03
-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.002000000000000000e+03
-1.000000000000000000e+00,1.001000000000000000e+03,3.400000000000000000e+01,1.003000000000000000e+03
-1.000000000000000000e+00,1.002000000000000000e+03,6.700000000000000000e+01,-1.000000000000000000e+00
-1.000000000000000000e+00,6.700000000000000000e+01,2.002000000000000000e+03,-1.000000000000000000e+00
2.001000000000000000e+03,6.800000000000000000e+01,2.003000000000000000e+03,-1.000000000000000000e+00
2.002000000000000000e+03,6.900000000000000000e+01,2.004000000000000000e+03,-1.000000000000000000e+00
2.003000000000000000e+03,7.000000000000000000e+01,2.005000000000000000e+03,-1.000000000000000000e+00
2.004000000000000000e+03,7.100000000000000000e+01,2.006000000000000000e+03,-1.000000000000000000e+00
2.005000000000000000e+03,7.200000000000000000e+01,2.007000000000000000e+03,-1.000000000000000000e+00
2.006000000000000000e+03,7.300000000000000000e+01,2.008000000000000000e+03,-1.000000000000000000e+00
2.007000000000000000e+03,7.400000000000000000e+01,2.009000000000000000e+03,-1.000000000000000000e+00
2.008000000000000000e+03,7.500000000000000000e+01,2.010000000000000000e+03,-1.000000000000000000e+00
2.009000000000000000e+03,7.600000000000000000e+01,2.011000000000000000e+03,-1.000000000000000000e+00
2.010000000000000000e+03,7.700000000000000000e+01,2.012000000000000000e+03,-1.000000000000000000e+00
2.011000000000000000e+03,7.800000000000000000e+01,2.013000000000000000e+03,-1.000000000000000000e+00
2.012000000000000000e+03,7.900000000000000000e+01,2.014000000000000000e+03,-1.000000000000000000e+00
2.013000000000000000e+03,8.000000000000000000e+01,2.015000000000000000e+03,-1.000000000000000000e+00
2.014000000000000000e+03,8.100000000000000000e+01,2.016000000000000000e+03,-1.000000000000000000e+00
2.015000000000000000e+03,8.200000000000000000e+01,2.017000000000000000e+03,-1.000000000000000000e+00
2.016000000000000000e+03,8.300000000000000000e+01,2.018000000000000000e+03,-1.000000000000000000e+00
2.017000000000000000e+03,8.400000000000000000e+01,2.019000000000000000e+03,-1.000000000000000000e+00
2.018000000000000000e+03,8.500000000000000000e+01,2.020000000000000000e+03,-1.000000000000000000e+00
2.019000000000000000e+03,8.600000000000000000e+01,2.021000000000000000e+03,-1.000000000000000000e+00
2.020000000000000000e+03,8.700000000000000000e+01,2.022000000000000000e+03,-1.000000000000000000e+00
2.021000000000000000e+03,8.800000000000000000e+01,2.023000000000000000e+03,-1.000000000000000000e+00
2.022000000000000000e+03,8.900000000000000000e+01,2.024000000000000000e+03,-1.000000000000000000e+00
2.023000000000000000e+03,9.000000000000000000e+01,2.025000000000000000e+03,-1.000000000000000000e+00
2.024000000000000000e+03,9.100000000000000000e+01,2.026000000000000000e+03,-1.000000000000000000e+00
2.025000000000000000e+03,9.200000000000000000e+01,2.027000000000000000e+03,-1.000000000000000000e+00
2.026000000000000000e+03,9.300000000000000000e+01,2.028000000000000000e+03,-1.000000000000000000e+00
2.027000000000000000e+03,9.400000000000000000e+01,2.029000000000000000e+03,-1.000000000000000000e+00
2.028000000000000000e+03,9.500000000000000000e+01,2.030000000000000000e+03,-1.000000000000000000e+00
2.029000000000000000e+03,9.600000000000000000e+01,2.031000000000000000e+03,-1.000000000000000000e+00
2.030000000000000000e+03,9.700000000000000000e+01,2.032000000000000000e+03,-1.000000000000000000e+00
2.031000000000000000e+03,9.800000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
9.800000000000000000e+01,3.002000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00
6.500000000000000000e+01,3.001000000000000000e+03,-1.000000000000000000e+00,3.003000000000000000e+03
3.200000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,3.002000000000000000e+03
-1.000000000000000000e+00,-1.000000000000000000e+00,4.002000000000000000e+03,5.000000000000000000e+00
4.001000000000000000e+03,-1.000000000000000000e+00,4.003000000000000000e+03,6.000000000000000000e+00
4.002000000000000000e+03,-1.000000000000000000e+00,4.004000000000000000e+03,7.000000000000000000e+00
4.003000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,8.000000000000000000e+00
-1.000000000000000000e+00,-1.000000000000000000e+00,4.006000000000000000e+03,1.100000000000000000e+01
4.005000000000000000e+03,-1.000000000000000000e+00,4.007000000000000000e+03,1.200000000000000000e+01
4.006000000000000000e+03,-1.000000000000000000e+00,4.008000000000000000e+03,1.300000000000000000e+01
4.007000000000000000e+03,-1.000000000000000000e+00,4.009000000000000000e+03,1.400000000000000000e+01
4.008000000000000000e+03,-1.000000000000000000e+00,4.010000000000000000e+03,1.500000000000000000e+01
4.009000000000000000e+03,-1.000000000000000000e+00,4.011000000000000000e+03,1.600000000000000000e+01
4.010000000000000000e+03,-1.000000000000000000e+00,4.012000000000000000e+03,1.700000000000000000e+01
4.011000000000000000e+03,-1.000000000000000000e+00,4.013000000000000000e+03,1.800000000000000000e+01
4.012000000000000000e+03,-1.000000000000000000e+00,4.014000000000000000e+03,1.900000000000000000e+01
4.013000000000000000e+03,-1.000000000000000000e+00,4.015000000000000000e+03,2.000000000000000000e+01
4.014000000000000000e+03,-1.000000000000000000e+00,4.016000000000000000e+03,2.100000000000000000e+01
4.015000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,2.200000000000000000e+01
-1.000000000000000000e+00,-1.000000000000000000e+00,4.018000000000000000e+03,2.500000000000000000e+01
4.017000000000000000e+03,-1.000000000000000000e+00,4.019000000000000000e+03,2.600000000000000000e+01
4.018000000000000000e+03,-1.000000000000000000e+00,4.020000000000000000e+03,2.700000000000000000e+01
4.019000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,2.800000000000000000e+01
