1	1	0.000	1.262	0.000
1	2	0.100	1.162	0.000
1	3	0.200	1.065	0.000
1	4	0.300	0.971	0.000
1	5	0.400	0.881	0.000
1	6	0.500	0.798	0.000
1	7	0.600	0.723	0.000
1	8	0.700	0.658	0.000
1	9	0.800	0.608	0.000
1	10	0.900	0.575	0.000
1	11	1.000	0.564	0.000
1	12	1.100	0.567	0.000
1	13	1.200	0.575	0.000
1	14	1.300	0.589	0.000
1	15	1.400	0.608	0.000
1	16	1.500	0.631	0.000
1	17	1.600	0.658	0.000
1	18	1.700	0.689	0.000
1	19	1.800	0.723	0.000
1	20	1.900	0.759	0.000
1	21	2.000	0.798	0.000
